id,label
1932,-670.689959551424
4488,547.0294257012615
2915,17.018034452915632
2129,-899.1151876471772
2586,-825.2087306209822
3454,3999.213750684804
1303,-6774.740879883686
4671,2277.7671200788673
4443,1374.0006223075818
3666,736.6765007019404
1555,2334.1746389674067
4027,-346.5567847498275
3202,-469.8536210786453
3030,-413.6237895253265
1767,-1524.3477667723164
4215,-1644.6960223940478
5101,-231.84119072816034
2324,-392.86341485350033
2116,-2749.8418758933417
1793,-2006.3485034624644
2572,-236.881471828606
4685,-911.3215597662441
2740,-742.8266727262256
3692,-614.6498321245155
1599,-1599.7477630981266
5139,-3206.174809579168
2912,1384.6997448210682
3498,3510.379485228249
2778,1538.0376113685054
4649,2318.20253543105
1935,-2035.1147992010597
4823,4673.932101336498
3834,3993.167435600128
3008,4711.684189716056
2747,2142.5857873497307
3695,-2885.0780509649353
2575,-2506.181047887684
4682,-1257.747052242851
2111,-13.673511934681207
1794,-2762.262896082475
5106,-1851.3180967981411
2323,-1347.5786938800236
